neighbourhood_cleansed,price
Near North Side,124.0
Edgewater,310.0
Near North Side,225.0
Lake View,214.0
Loop,117.0
Austin,319.0
Near West Side,127.0
Lake View,128.0
Roseland,121.0
East Garfield Park,128.0
Rogers Park,90.0
Logan Square,183.0
Near West Side,1451.0
Near West Side,1276.0
Greater Grand Crossing,310.0
Logan Square,66.0
Edgewater,130.0
Rogers Park,150.0
Near North Side,122.0
Near North Side,187.0
North Lawndale,187.0
Loop,120.0
West Elsdon,105.0
Washington Park,122.0
Irving Park,61.0
Near North Side,124.0
Uptown,227.0
Lower West Side,555.0
Loop,117.0
Hyde Park,40.0
Lower West Side,255.0
Near North Side,142.0
Logan Square,82.0
Logan Square,65.0
Logan Square,137.0
Loop,117.0
Loop,117.0
Loop,117.0
Loop,117.0
Lake View,97.0
Austin,88.0
Logan Square,60.0
Hyde Park,99.0
West Ridge,153.0
Near North Side,139.0
Near North Side,118.0
Loop,120.0
Hyde Park,149.0
West Town,149.0
West Pullman,97.0
Edgewater,153.0
North Park,124.0
Lincoln Park,161.0
Rogers Park,134.0
Lower West Side,112.0
Edgewater,125.0
Near South Side,206.0
Loop,623.0
Portage Park,92.0
Loop,117.0
Douglas,150.0
Near North Side,330.0
Washington Park,151.0
Lake View,79.0
Lower West Side,39.0
Lower West Side,39.0
Loop,117.0
Near West Side,40.0
Near South Side,128.0
Near North Side,144.0
Lake View,285.0
Near North Side,210.0
Lake View,70.0
Norwood Park,99.0
Armour Square,32.0
Armour Square,35.0
Armour Square,39.0
Logan Square,93.0
Austin,108.0
Near West Side,192.0
Near North Side,121.0
Lower West Side,148.0
West Garfield Park,103.0
Loop,95.0
Rogers Park,64.0
West Town,857.0
Near North Side,147.0
Near South Side,168.0
Douglas,690.0
Lake View,362.0
Near North Side,199.0
Near South Side,148.0
Near South Side,151.0
Near South Side,126.0
Albany Park,300.0
Near North Side,150.0
Near North Side,146.0
Near North Side,194.0
Lake View,190.0
Near South Side,101.0
Logan Square,285.0
Near South Side,118.0
Lower West Side,36.0
West Ridge,80.0
Woodlawn,92.0
Montclare,205.0
Avondale,114.0
East Garfield Park,68.0
Lincoln Park,470.0
Uptown,191.0
East Garfield Park,66.0
West Town,64.0
West Town,106.0
Logan Square,471.0
West Town,116.0
West Town,75.0
West Town,75.0
South Lawndale,184.0
Armour Square,34.0
Armour Square,35.0
Lake View,97.0
Logan Square,121.0
Armour Square,350.0
Near West Side,39.0
West Town,850.0
Lake View,97.0
Grand Boulevard,90.0
Edgewater,105.0
Lake View,187.0
Woodlawn,100.0
West Town,96.0
Near North Side,279.0
Lincoln Square,203.0
Rogers Park,65.0
West Town,402.0
Rogers Park,100.0
Avondale,80.0
Near South Side,111.0
West Lawn,135.0
Humboldt Park,56.0
Fuller Park,183.0
Logan Square,150.0
Near North Side,172.0
Rogers Park,89.0
Edgewater,275.0
Bridgeport,94.0
Albany Park,149.0
Loop,166.0
Lake View,110.0
Grand Boulevard,140.0
North Center,135.0
Lake View,244.0
Albany Park,210.0
West Town,112.0
Lincoln Park,150.0
Lower West Side,91.0
East Garfield Park,43.0
Washington Park,105.0
Near South Side,82.0
Grand Boulevard,200.0
Avondale,89.0
Logan Square,55.0
Logan Square,55.0
Lake View,436.0
South Shore,240.0
Albany Park,65.0
Uptown,70.0
Near West Side,173.0
Washington Heights,199.0
Near West Side,173.0
Near West Side,203.0
Near West Side,173.0
Near West Side,173.0
Near West Side,203.0
Jefferson Park,84.0
Near West Side,413.0
Near West Side,285.0
Portage Park,67.0
Loop,249.0
Douglas,405.0
Near West Side,235.0
Near West Side,203.0
Near West Side,203.0
Near West Side,413.0
Near West Side,285.0
Near West Side,285.0
Near West Side,285.0
Near West Side,235.0
Near West Side,235.0
Austin,68.0
Near West Side,235.0
New City,225.0
Hyde Park,314.0
Loop,177.0
Near North Side,138.0
Uptown,256.0
Near West Side,428.0
Near North Side,159.0
West Town,166.0
Edgewater,115.0
Logan Square,189.0
Near West Side,163.0
East Garfield Park,45.0
East Garfield Park,37.0
East Garfield Park,44.0
East Garfield Park,43.0
East Garfield Park,37.0
Woodlawn,110.0
Humboldt Park,216.0
Bridgeport,77.0
Bridgeport,61.0
Loop,104.0
Bridgeport,107.0
Near West Side,148.0
Avondale,366.0
West Englewood,163.0
West Town,231.0
Roseland,266.0
Logan Square,132.0
Near North Side,173.0
Norwood Park,174.0
Loop,322.0
Oakland,116.0
Loop,261.0
Loop,682.0
Douglas,209.0
Washington Heights,246.0
Near North Side,137.0
Logan Square,125.0
Lower West Side,118.0
Near South Side,166.0
Near South Side,150.0
Albany Park,166.0
East Garfield Park,335.0
Chatham,199.0
Near West Side,245.0
Near West Side,201.0
Near West Side,198.0
Lake View,140.0
Near North Side,131.0
Lake View,289.0
North Center,143.0
Loop,161.0
Loop,148.0
Woodlawn,63.0
Near North Side,316.0
Irving Park,521.0
Near North Side,227.0
Belmont Cragin,73.0
Loop,132.0
Lake View,250.0
Near North Side,194.0
Near North Side,134.0
Edgewater,148.0
Near South Side,417.0
Near South Side,338.0
Near South Side,428.0
Near South Side,575.0
Auburn Gresham,226.0
West Town,136.0
Albany Park,95.0
Edgewater,83.0
Uptown,172.0
Woodlawn,65.0
Loop,140.0
Lincoln Square,180.0
Portage Park,165.0
Woodlawn,42.0
Avondale,115.0
Loop,200.0
Near North Side,114.0
Near South Side,450.0
Loop,169.0
West Ridge,203.0
Washington Park,139.0
Logan Square,195.0
Washington Park,114.0
Auburn Gresham,165.0
Bridgeport,98.0
Albany Park,115.0
Archer Heights,100.0
Hegewisch,129.0
South Shore,29.0
South Shore,29.0
South Shore,31.0
Grand Boulevard,140.0
Avondale,343.0
West Town,63.0
North Lawndale,120.0
Woodlawn,180.0
West Englewood,22.0
Near North Side,103.0
Jefferson Park,70.0
Morgan Park,180.0
Logan Square,386.0
Loop,85.0
Near West Side,299.0
Lake View,485.0
Rogers Park,204.0
West Town,89.0
Near North Side,219.0
West Town,233.0
Greater Grand Crossing,182.0
Near North Side,172.0
Englewood,79.0
Chatham,400.0
Irving Park,248.0
Near North Side,105.0
East Garfield Park,238.0
Near South Side,125.0
Near South Side,143.0
Near North Side,101.0
West Town,118.0
Logan Square,165.0
Lake View,199.0
Near North Side,172.0
Rogers Park,156.0
West Town,98.0
West Town,59.0
West Town,103.0
West Town,67.0
Edgewater,196.0
Edgewater,117.0
Rogers Park,89.0
Rogers Park,92.0
Uptown,170.0
Logan Square,100.0
Lincoln Park,251.0
Edgewater,82.0
South Shore,230.0
Humboldt Park,100.0
Near North Side,129.0
Near North Side,129.0
Near North Side,129.0
Near North Side,143.0
Near North Side,143.0
Near North Side,284.0
Near North Side,284.0
Near North Side,284.0
Near North Side,427.0
Near North Side,427.0
Near North Side,427.0
Near North Side,569.0
Near North Side,569.0
Near North Side,569.0
Uptown,83.0
Grand Boulevard,284.0
Grand Boulevard,275.0
Near North Side,181.0
Lincoln Square,90.0
Lake View,151.0
Grand Boulevard,100.0
Irving Park,46.0
Near North Side,342.0
Roseland,199.0
Logan Square,170.0
Lake View,58.0
Lincoln Park,331.0
Lake View,300.0
Loop,119.0
Auburn Gresham,76.0
Lincoln Square,290.0
Albany Park,256.0
Near South Side,121.0
Lake View,73.0
West Town,370.0
Englewood,27.0
Englewood,34.0
Englewood,26.0
Englewood,27.0
Englewood,24.0
Rogers Park,349.0
Englewood,33.0
Austin,184.0
Austin,173.0
South Chicago,250.0
Loop,186.0
North Center,120.0
West Town,275.0
Lower West Side,122.0
Near South Side,289.0
Washington Park,150.0
Near North Side,1466.0
West Town,252.0
Kenwood,59.0
Belmont Cragin,105.0
Loop,167.0
Near North Side,417.0
Near North Side,404.0
Rogers Park,39.0
Washington Park,95.0
Near North Side,107.0
Near North Side,197.0
Lower West Side,31.0
Loop,122.0
Lake View,346.0
Pullman,110.0
Lower West Side,232.0
Near West Side,155.0
Lake View,376.0
Lower West Side,143.0
Logan Square,172.0
Near North Side,175.0
Loop,138.0
Lake View,110.0
Near North Side,210.0
Near North Side,297.0
Lincoln Park,166.0
Armour Square,66.0
Near North Side,80.0
Bridgeport,53.0
Ashburn,249.0
Lake View,111.0
Lincoln Park,85.0
Lincoln Park,129.0
Near West Side,168.0
Humboldt Park,261.0
Edgewater,122.0
West Town,341.0
Near North Side,275.0
Hermosa,331.0
Lincoln Park,295.0
Woodlawn,134.0
Lower West Side,200.0
Lincoln Square,150.0
Near North Side,385.0
Greater Grand Crossing,109.0
Logan Square,1045.0
Near North Side,577.0
Near North Side,745.0
Austin,545.0
Avondale,129.0
Lake View,750.0
Near West Side,162.0
Near West Side,162.0
Near West Side,148.0
Near South Side,127.0
Loop,138.0
West Lawn,56.0
Kenwood,100.0
Grand Boulevard,132.0
Greater Grand Crossing,271.0
West Englewood,47.0
North Lawndale,46.0
Near West Side,100.0
Lake View,400.0
Logan Square,255.0
Bridgeport,87.0
Near South Side,491.0
West Town,798.0
West Town,161.0
Logan Square,142.0
Irving Park,99.0
Greater Grand Crossing,86.0
Austin,118.0
Irving Park,125.0
Hyde Park,65.0
West Town,1290.0
South Shore,60.0
South Shore,55.0
Lake View,111.0
Logan Square,140.0
Lake View,90.0
West Town,93.0
Lake View,83.0
Near North Side,156.0
West Town,106.0
Logan Square,179.0
Avondale,109.0
Irving Park,325.0
Portage Park,66.0
West Town,93.0
Brighton Park,58.0
West Ridge,451.0
West Town,170.0
Near North Side,269.0
Rogers Park,81.0
Near North Side,144.0
West Ridge,103.0
West Ridge,194.0
West Ridge,18.0
Lower West Side,39.0
West Town,76.0
Loop,97.0
Logan Square,206.0
Near North Side,100.0
Near North Side,104.0
Near North Side,114.0
Logan Square,206.0
Near North Side,120.0
Near North Side,107.0
Austin,95.0
East Garfield Park,229.0
Roseland,102.0
Near South Side,188.0
Avondale,20.0
Loop,176.0
Near South Side,132.0
New City,36.0
Auburn Gresham,29.0
South Shore,31.0
Lower West Side,124.0
Kenwood,49.0
Kenwood,49.0
Washington Park,314.0
Edgewater,157.0
Lower West Side,211.0
South Shore,100.0
West Ridge,91.0
Logan Square,89.0
Englewood,40.0
Englewood,38.0
Edgewater,113.0
Hyde Park,110.0
Auburn Gresham,35.0
Auburn Gresham,29.0
Loop,169.0
Armour Square,134.0
Avondale,79.0
North Center,419.0
Near West Side,237.0
Near South Side,155.0
Near South Side,145.0
Edgewater,79.0
Armour Square,150.0
Lower West Side,50.0
Lower West Side,49.0
Lower West Side,129.0
Chatham,158.0
Lake View,85.0
Armour Square,35.0
Austin,287.0
Armour Square,35.0
Near West Side,129.0
South Lawndale,179.0
Lake View,84.0
Lower West Side,48.0
Logan Square,157.0
Rogers Park,117.0
Edgewater,66.0
Lake View,51.0
South Chicago,29.0
West Town,210.0
West Town,89.0
North Lawndale,41.0
Lake View,141.0
Rogers Park,33.0
Near North Side,89.0
Armour Square,27.0
Near North Side,96.0
Near North Side,104.0
Near South Side,138.0
Lake View,189.0
Grand Boulevard,282.0
Near North Side,109.0
Lower West Side,77.0
Rogers Park,76.0
Rogers Park,64.0
North Center,317.0
Near North Side,125.0
Near North Side,176.0
Near West Side,48.0
West Town,66.0
Logan Square,104.0
Bridgeport,213.0
Near West Side,58.0
Irving Park,80.0
Auburn Gresham,35.0
Auburn Gresham,29.0
Portage Park,130.0
Irving Park,192.0
Logan Square,95.0
Lake View,251.0
Auburn Gresham,29.0
Lake View,296.0
South Chicago,29.0
West Town,304.0
East Garfield Park,249.0
Irving Park,457.0
Douglas,113.0
Near West Side,212.0
Humboldt Park,93.0
Brighton Park,77.0
Near West Side,132.0
Lower West Side,139.0
Near South Side,144.0
West Ridge,650.0
Grand Boulevard,123.0
Irving Park,70.0
West Town,40.0
Lower West Side,44.0
Lower West Side,38.0
Lincoln Park,230.0
Chatham,269.0
Near West Side,680.0
Pullman,43.0
New City,43.0
Edgewater,89.0
Lincoln Park,157.0
Near West Side,250.0
Humboldt Park,111.0
Near West Side,130.0
Lincoln Square,90.0
Lower West Side,83.0
Lake View,315.0
New City,89.0
Lincoln Park,229.0
South Shore,199.0
Near West Side,155.0
Douglas,91.0
Austin,61.0
Near North Side,110.0
Avondale,104.0
Near West Side,349.0
Near South Side,640.0
Rogers Park,100.0
Lake View,433.0
New City,186.0
Logan Square,207.0
Avondale,121.0
West Town,397.0
Uptown,121.0
West Town,142.0
West Town,155.0
Chatham,51.0
Near West Side,107.0
Bridgeport,156.0
Grand Boulevard,341.0
Near North Side,282.0
Hyde Park,110.0
Near West Side,107.0
Chatham,50.0
Near West Side,96.0
Norwood Park,174.0
West Town,139.0
Logan Square,55.0
Avondale,316.0
New City,80.0
West Town,95.0
Washington Park,59.0
Near South Side,213.0
Lower West Side,42.0
West Town,300.0
West Town,106.0
Dunning,188.0
Logan Square,125.0
Lincoln Park,70.0
Grand Boulevard,199.0
Near South Side,272.0
Woodlawn,120.0
West Englewood,51.0
Near West Side,209.0
Near South Side,392.0
Near South Side,153.0
West Town,100.0
Kenwood,57.0
Near North Side,999.0
Near North Side,999.0
Near North Side,799.0
Near North Side,999.0
Near North Side,999.0
Near North Side,799.0
Near North Side,799.0
Near North Side,799.0
Near North Side,799.0
Near North Side,799.0
Near North Side,799.0
Rogers Park,106.0
Norwood Park,36.0
Uptown,71.0
Belmont Cragin,83.0
Grand Boulevard,177.0
West Town,177.0
Lower West Side,74.0
Humboldt Park,70.0
Douglas,121.0
Brighton Park,49.0
Brighton Park,45.0
West Town,341.0
Lincoln Park,375.0
Dunning,30.0
Near North Side,81.0
Near West Side,151.0
Near North Side,549.0
South Chicago,89.0
Grand Boulevard,84.0
West Englewood,68.0
Lake View,417.0
Austin,187.0
West Englewood,73.0
West Englewood,51.0
Norwood Park,105.0
Logan Square,90.0
West Ridge,98.0
Near North Side,138.0
Lincoln Park,233.0
Near West Side,235.0
West Town,285.0
Near West Side,203.0
West Town,173.0
Near North Side,179.0
West Town,459.0
West Town,492.0
Lake View,114.0
Lake View,305.0
Near North Side,597.0
East Side,212.0
Greater Grand Crossing,206.0
Avondale,101.0
Lake View,84.0
Albany Park,150.0
Greater Grand Crossing,400.0
Uptown,65.0
Edgewater,93.0
West Town,229.0
Grand Boulevard,68.0
Lincoln Park,204.0
West Town,199.0
Auburn Gresham,29.0
Near North Side,142.0
Portage Park,99.0
Avondale,158.0
Gage Park,83.0
New City,157.0
Grand Boulevard,150.0
Lake View,300.0
Lower West Side,77.0
Bridgeport,29.0
East Garfield Park,49.0
East Garfield Park,48.0
Avondale,59.0
East Garfield Park,141.0
Uptown,68.0
Avondale,124.0
West Ridge,99.0
Hyde Park,124.0
Bridgeport,461.0
Logan Square,93.0
Near West Side,143.0
Bridgeport,74.0
Uptown,55.0
Uptown,63.0
West Town,603.0
Uptown,68.0
Near North Side,100.0
South Lawndale,57.0
Portage Park,179.0
West Town,165.0
South Lawndale,62.0
Lake View,117.0
Dunning,112.0
Avondale,37.0
South Lawndale,52.0
Logan Square,176.0
Austin,192.0
West Town,254.0
West Town,90.0
West Town,250.0
Logan Square,115.0
Oakland,63.0
North Lawndale,41.0
Near South Side,170.0
Loop,143.0
Bridgeport,31.0
Logan Square,165.0
Lincoln Square,78.0
Irving Park,35.0
Logan Square,32.0
Lake View,529.0
Humboldt Park,137.0
Near North Side,451.0
Bridgeport,102.0
West Town,483.0
Near North Side,134.0
Loop,146.0
Near North Side,564.0
Portage Park,93.0
Grand Boulevard,116.0
Logan Square,92.0
Lake View,76.0
Humboldt Park,115.0
South Shore,35.0
Near West Side,131.0
Uptown,64.0
Near South Side,93.0
West Town,58.0
Norwood Park,150.0
East Garfield Park,28.0
Woodlawn,300.0
Woodlawn,50.0
West Town,99.0
South Chicago,16.0
South Chicago,14.0
Loop,569.0
Grand Boulevard,97.0
West Ridge,75.0
Near West Side,193.0
Lake View,58.0
Logan Square,200.0
West Town,425.0
West Town,124.0
Near West Side,150.0
Woodlawn,62.0
Roseland,121.0
Kenwood,49.0
Dunning,175.0
Lincoln Square,125.0
Lower West Side,285.0
West Town,83.0
West Town,313.0
Near North Side,383.0
Lincoln Park,170.0
Logan Square,900.0
West Town,223.0
Bridgeport,96.0
Woodlawn,125.0
Irving Park,275.0
Lincoln Square,74.0
Armour Square,151.0
Jefferson Park,90.0
West Town,102.0
Chatham,79.0
Garfield Ridge,222.0
Near North Side,55.0
Hyde Park,90.0
Albany Park,126.0
Near West Side,240.0
Englewood,38.0
Logan Square,83.0
Logan Square,106.0
Loop,86.0
Lake View,65.0
West Town,186.0
Lincoln Park,208.0
Near West Side,128.0
Near North Side,640.0
Near North Side,399.0
Near North Side,399.0
Near North Side,239.0
Near North Side,319.0
Near West Side,133.0
West Town,250.0
West Town,250.0
Lincoln Park,286.0
West Town,185.0
Near South Side,126.0
Woodlawn,162.0
Lincoln Square,151.0
Lower West Side,30.0
Humboldt Park,159.0
West Town,195.0
Norwood Park,95.0
Roseland,273.0
Bridgeport,104.0
Lincoln Square,255.0
Grand Boulevard,73.0
Lincoln Park,214.0
Lake View,100.0
Near North Side,109.0
Chatham,190.0
Bridgeport,39.0
Lake View,350.0
West Town,124.0
West Town,216.0
Near North Side,224.0
Near West Side,129.0
Lake View,71.0
Near West Side,148.0
Near West Side,148.0
Logan Square,106.0
Near West Side,204.0
Near West Side,179.0
Avondale,114.0
Near West Side,153.0
Pullman,92.0
Near West Side,150.0
North Lawndale,137.0
Avondale,83.0
Austin,140.0
Irving Park,109.0
Woodlawn,169.0
Lake View,535.0
West Pullman,175.0
Loop,195.0
Near West Side,44.0
Near West Side,44.0
Near West Side,44.0
Near West Side,44.0
Near West Side,59.0
Near West Side,44.0
Near West Side,44.0
Near West Side,44.0
Near West Side,44.0
Lake View,409.0
Portage Park,90.0
Douglas,115.0
Woodlawn,183.0
Near North Side,105.0
Logan Square,500.0
South Chicago,181.0
Roseland,235.0
Lower West Side,193.0
Avondale,68.0
West Town,156.0
Near North Side,109.0
Near West Side,38.0
Belmont Cragin,382.0
Logan Square,142.0
Washington Park,199.0
New City,20.0
North Lawndale,136.0
Near West Side,211.0
Near West Side,200.0
Near North Side,77.0
Lower West Side,200.0
Near West Side,185.0
Bridgeport,35.0
North Center,70.0
Near West Side,123.0
Near North Side,122.0
Near North Side,97.0
Near North Side,999.0
Near North Side,999.0
Near North Side,999.0
Near North Side,999.0
Near West Side,205.0
North Lawndale,68.0
Lake View,117.0
Near West Side,127.0
West Englewood,66.0
Near West Side,116.0
New City,22.0
New City,20.0
Douglas,118.0
New City,18.0
New City,20.0
New City,20.0
New City,20.0
New City,26.0
New City,19.0
Lake View,100.0
Near West Side,170.0
Near West Side,139.0
Near West Side,143.0
Near West Side,145.0
Near West Side,181.0
Near West Side,234.0
West Town,121.0
West Town,211.0
Lake View,80.0
Loop,350.0
Avondale,59.0
Loop,376.0
Portage Park,81.0
Irving Park,125.0
Armour Square,34.0
South Shore,190.0
Armour Square,35.0
Rogers Park,111.0
Albany Park,69.0
Lake View,115.0
Loop,147.0
Humboldt Park,449.0
Loop,99.0
North Lawndale,64.0
North Lawndale,64.0
North Lawndale,64.0
East Side,60.0
Pullman,100.0
Near North Side,999.0
Edgewater,123.0
Logan Square,109.0
Loop,780.0
Near North Side,129.0
Loop,160.0
Humboldt Park,163.0
North Lawndale,55.0
North Lawndale,55.0
North Lawndale,55.0
Loop,165.0
West Town,100.0
Edgewater,175.0
Avondale,61.0
Grand Boulevard,152.0
South Shore,282.0
Bridgeport,72.0
Avondale,108.0
Brighton Park,74.0
South Lawndale,138.0
Near West Side,157.0
West Ridge,33.0
Near North Side,75.0
Mckinley Park,28.0
Mckinley Park,29.0
Mckinley Park,29.0
Mckinley Park,29.0
West Town,169.0
Jefferson Park,128.0
Douglas,125.0
Near North Side,96.0
Bridgeport,35.0
Humboldt Park,169.0
Jefferson Park,85.0
West Ridge,110.0
Loop,115.0
Lake View,206.0
Near North Side,107.0
Lower West Side,73.0
Near West Side,100.0
Near West Side,117.0
Ashburn,212.0
Morgan Park,92.0
Morgan Park,86.0
Loop,319.0
Loop,319.0
Loop,319.0
Loop,399.0
Loop,399.0
Loop,319.0
Lincoln Park,116.0
Humboldt Park,111.0
Logan Square,99.0
Near South Side,156.0
West Town,251.0
Near West Side,101.0
Lake View,60.0
Near North Side,88.0
Loop,262.0
Loop,264.0
Loop,362.0
Loop,275.0
Loop,238.0
Loop,524.0
Washington Heights,167.0
Avondale,67.0
Lower West Side,361.0
East Garfield Park,23.0
East Garfield Park,23.0
East Garfield Park,23.0
Grand Boulevard,167.0
Near North Side,120.0
West Town,86.0
Portage Park,120.0
Chatham,214.0
Albany Park,130.0
Woodlawn,144.0
Washington Heights,245.0
West Ridge,119.0
Grand Boulevard,134.0
West Town,129.0
Kenwood,130.0
Washington Park,45.0
Lower West Side,87.0
Hyde Park,125.0
Near North Side,999.0
Auburn Gresham,271.0
Logan Square,295.0
Bridgeport,125.0
Uptown,113.0
Near West Side,124.0
Dunning,45.0
Near South Side,166.0
Lincoln Park,147.0
Logan Square,631.0
West Ridge,56.0
Loop,180.0
West Town,99.0
Chicago Lawn,220.0
Near South Side,111.0
Near West Side,83.0
Near North Side,69.0
Near North Side,399.0
Lake View,56.0
Loop,175.0
Near North Side,139.0
Avondale,122.0
Hermosa,214.0
Grand Boulevard,140.0
Near South Side,160.0
Grand Boulevard,237.0
Uptown,65.0
Near North Side,99.0
Grand Boulevard,200.0
West Town,68.0
South Shore,218.0
West Pullman,28.0
Greater Grand Crossing,208.0
Near West Side,165.0
Edgewater,66.0
Edgewater,57.0
Near North Side,110.0
Garfield Ridge,108.0
South Lawndale,98.0
Rogers Park,57.0
Near North Side,212.0
Douglas,108.0
Albany Park,76.0
Loop,124.0
Portage Park,99.0
West Town,108.0
West Englewood,28.0
Avondale,105.0
Lincoln Park,356.0
Washington Park,45.0
Loop,399.0
Loop,399.0
Loop,319.0
Loop,319.0
Loop,319.0
Loop,319.0
Loop,399.0
Loop,399.0
East Garfield Park,49.0
Auburn Gresham,241.0
West Town,204.0
Logan Square,74.0
South Chicago,35.0
Washington Park,45.0
Grand Boulevard,145.0
West Town,405.0
West Town,629.0
Lower West Side,256.0
Humboldt Park,200.0
Loop,120.0
Irving Park,60.0
North Center,112.0
Lake View,58.0
Dunning,184.0
West Town,164.0
Logan Square,662.0
Austin,84.0
Rogers Park,105.0
Portage Park,65.0
Near West Side,119.0
South Chicago,15.0
Englewood,39.0
Edgewater,109.0
Lake View,128.0
Near West Side,172.0
Rogers Park,107.0
Lake View,96.0
Bridgeport,387.0
Loop,211.0
Rogers Park,85.0
Englewood,265.0
Lower West Side,165.0
Edgewater,160.0
North Center,73.0
Logan Square,175.0
Woodlawn,38.0
Roseland,382.0
Near West Side,55.0
West Ridge,150.0
West Town,430.0
Grand Boulevard,81.0
Douglas,105.0
Douglas,225.0
Lake View,144.0
Lincoln Park,198.0
Lincoln Square,33.0
West Town,280.0
Albany Park,120.0
South Lawndale,81.0
North Center,485.0
Logan Square,155.0
Logan Square,69.0
Loop,120.0
Greater Grand Crossing,55.0
Near North Side,113.0
Calumet Heights,28.0
Irving Park,75.0
West Lawn,180.0
Loop,191.0
Lake View,198.0
Loop,119.0
Near West Side,416.0
North Center,86.0
Near North Side,270.0
Portage Park,61.0
Near North Side,172.0
Edgewater,225.0
Loop,152.0
Near West Side,527.0
Mckinley Park,29.0
Loop,118.0
Lincoln Park,207.0
Lake View,129.0
Woodlawn,69.0
Greater Grand Crossing,206.0
Hyde Park,80.0
North Center,139.0
Lake View,199.0
Lake View,143.0
Lake View,64.0
Near North Side,187.0
Armour Square,135.0
Near North Side,172.0
Lincoln Park,94.0
Lake View,120.0
Washington Park,45.0
Near North Side,102.0
Near North Side,168.0
Loop,133.0
Loop,97.0
Near North Side,277.0
Near North Side,181.0
West Garfield Park,88.0
Logan Square,148.0
Loop,304.0
Irving Park,86.0
Lincoln Park,128.0
Dunning,62.0
Bridgeport,187.0
Bridgeport,75.0
West Town,84.0
Near North Side,155.0
Edgewater,103.0
Rogers Park,99.0
West Town,115.0
Roseland,199.0
North Lawndale,66.0
Bridgeport,94.0
South Shore,60.0
Washington Heights,114.0
South Chicago,80.0
Lake View,58.0
Jefferson Park,511.0
Near South Side,88.0
Loop,157.0
Lake View,46.0
Lower West Side,160.0
Near North Side,387.0
Edgewater,119.0
Near West Side,119.0
Near West Side,129.0
Near West Side,140.0
Near West Side,109.0
Near West Side,159.0
Near South Side,160.0
Near South Side,96.0
Auburn Gresham,196.0
Logan Square,59.0
Lake View,61.0
Loop,181.0
Irving Park,60.0
East Garfield Park,23.0
Irving Park,56.0
West Town,374.0
Austin,159.0
Logan Square,129.0
West Town,162.0
Loop,176.0
Logan Square,401.0
South Deering,222.0
Loop,155.0
Near South Side,250.0
East Garfield Park,299.0
Rogers Park,214.0
Uptown,100.0
Portage Park,58.0
Rogers Park,71.0
West Town,120.0
Lincoln Park,89.0
Lake View,183.0
Englewood,200.0
West Town,98.0
West Town,205.0
Woodlawn,110.0
Near West Side,102.0
East Garfield Park,299.0
Lincoln Park,361.0
Woodlawn,65.0
Logan Square,205.0
West Lawn,135.0
West Englewood,16.0
Near West Side,343.0
Near West Side,282.0
Near South Side,300.0
West Town,79.0
South Chicago,73.0
Near South Side,400.0
South Shore,60.0
Irving Park,164.0
Lake View,95.0
Armour Square,213.0
West Ridge,239.0
Burnside,180.0
Greater Grand Crossing,278.0
Washington Heights,79.0
Ohare,60.0
Edgewater,45.0
Lake View,165.0
Lake View,165.0
Norwood Park,108.0
Lake View,67.0
Logan Square,181.0
Greater Grand Crossing,125.0
Bridgeport,31.0
West Town,170.0
North Center,74.0
West Town,81.0
Woodlawn,79.0
Near North Side,81.0
Near South Side,163.0
Lower West Side,109.0
Norwood Park,39.0
Near North Side,118.0
West Englewood,175.0
Near West Side,500.0
Irving Park,105.0
Irving Park,109.0
Lake View,74.0
Norwood Park,39.0
Lake View,105.0
West Town,85.0
West Town,157.0
West Town,123.0
Armour Square,27.0
Near North Side,181.0
Near North Side,181.0
Near North Side,210.0
Near North Side,210.0
Near North Side,249.0
Near North Side,249.0
Near North Side,172.0
Near North Side,172.0
Near North Side,172.0
Near North Side,217.0
Near North Side,217.0
Near North Side,217.0
Near North Side,217.0
Near North Side,217.0
Near North Side,217.0
Near North Side,217.0
Near North Side,172.0
Near North Side,147.0
Near North Side,147.0
Near North Side,147.0
Near North Side,147.0
Near North Side,147.0
Near North Side,147.0
Near North Side,147.0
Grand Boulevard,450.0
Near North Side,187.0
Near North Side,187.0
Near North Side,187.0
Near North Side,187.0
Near North Side,187.0
Near North Side,187.0
Near North Side,187.0
Near North Side,187.0
Loop,197.0
Near North Side,187.0
Near North Side,172.0
Near North Side,172.0
Near North Side,277.0
Near North Side,277.0
Logan Square,105.0
Beverly,382.0
Near North Side,270.0
Norwood Park,39.0
Near North Side,100.0
Loop,159.0
Loop,138.0
Edgewater,95.0
Avalon Park,194.0
Gage Park,85.0
Loop,138.0
Loop,135.0
West Town,108.0
Rogers Park,100.0
Douglas,184.0
Logan Square,80.0
Near West Side,110.0
West Town,259.0
Rogers Park,126.0
Lake View,158.0
Near North Side,137.0
Irving Park,118.0
North Lawndale,71.0
North Lawndale,111.0
South Chicago,19.0
Loop,118.0
Near North Side,138.0
Near North Side,187.0
Rogers Park,68.0
Near South Side,318.0
Burnside,113.0
Bridgeport,29.0
Bridgeport,29.0
Bridgeport,29.0
Lincoln Square,65.0
Burnside,106.0
Avondale,94.0
Loop,119.0
Norwood Park,56.0
Kenwood,564.0
West Town,159.0
West Garfield Park,84.0
Rogers Park,68.0
Logan Square,84.0
Belmont Cragin,118.0
Near North Side,155.0
South Chicago,52.0
Ashburn,210.0
North Center,70.0
Edgewater,115.0
Lincoln Square,79.0
North Lawndale,55.0
Near North Side,150.0
North Lawndale,70.0
